Instructor,Course,Semester,Program,Q1,Q1-P,Q1-U,Q2,Q2-P,Q2-U,Q3,Q3-P,Q3-U,Q4,Q4-P,Q4-U,Q5,Q5-P,Q5-U,Q6,Q6-P,Q6-U,Q7,Q7-P,Q7-U,Q8,Q8-P,Q8-U,Q9,Q9-P,Q9-U,Q10,Q10-P,Q10-U,Q11,Q11-P,Q11-U,Q12
"Downing, Glenn P",C S371P,Spring 2018,Computer Science,4.8,4.4,4.5,4.9,4.5,4.6,4.8,4.3,4.4,4.8,4.4,4.5,4.6,4.4,4.5,4.8,4.2,4.3,4.6,4.4,4.5,4.1,4.0,4.2,4.8,4.3,4.4,4.8,4.3,4.3,4.7,4.0,4.1,About right
"Downing, Glenn P",C S371P,Fall 2018,Computer Science,4.7,4.5,4.5,4.8,4.6,4.6,4.7,4.3,4.3,4.7,4.4,4.5,4.3,4.5,4.5,4.6,4.3,4.3,4.6,4.4,4.5,4.0,4.1,4.2,4.7,4.4,4.4,4.7,4.3,4.3,4.5,4.1,4.1,About right
"Downing, Glenn P",C S371P,Spring 2019,Computer Science,4.7,4.4,4.5,4.8,4.5,4.6,4.7,4.2,4.4,4.6,4.4,4.5,4.3,4.4,4.6,4.6,4.2,4.4,4.5,4.4,4.5,3.9,4.0,4.3,4.6,4.3,4.4,4.6,4.2,4.4,4.4,4.0,4.1,About right
"Mooney, Raymond J",C S371R,Fall 2015,Computer Science,4.3,4.3,4.4,4.6,4.4,4.5,4.2,4.2,4.3,4.0,4.3,4.4,4.2,4.4,4.5,4.3,4.1,4.3,4.1,4.4,4.4,3.9,4.0,4.2,4.0,4.3,4.3,4.2,4.2,4.3,4.0,4.0,4.0,About right
"Mooney, Raymond J",C S371R,Fall 2016,Computer Science,4.5,4.4,4.4,4.6,4.5,4.6,4.2,4.3,4.3,4.1,4.3,4.4,4.3,4.4,4.5,4.5,4.3,4.3,4.2,4.4,4.4,4.0,4.1,4.2,4.2,4.4,4.3,4.1,4.3,4.3,4.0,4.1,4.0,About right
"Mooney, Raymond J",C S371R,Fall 2017,Computer Science,4.3,4.3,4.5,4.5,4.4,4.6,3.8,4.2,4.3,3.8,4.3,4.4,3.8,4.4,4.5,4.1,4.2,4.3,3.9,4.3,4.5,3.7,4.0,4.2,4.1,4.3,4.4,3.8,4.2,4.3,3.8,4.1,4.1,About right
"Mooney, Raymond J",C S371R,Fall 2018,Computer Science,4.5,4.5,4.5,4.7,4.6,4.6,4.5,4.3,4.3,4.0,4.4,4.5,3.9,4.5,4.5,4.5,4.3,4.3,3.7,4.4,4.5,3.8,4.1,4.2,3.8,4.4,4.4,3.9,4.3,4.3,3.6,4.1,4.1,About right
"Downing, Glenn P",C S373,Spring 2015,Computer Science,4.6,4.2,4.4,4.8,4.3,4.6,4.6,4.1,4.3,4.7,4.2,4.4,4.6,4.4,4.5,4.6,4.1,4.3,4.5,4.4,4.5,4.4,4.0,4.2,4.5,4.2,4.3,4.5,4.1,4.3,4.5,3.9,4.0,About right
"Downing, Glenn P",C S373,Spring 2015,Computer Science,4.8,4.2,4.4,4.9,4.3,4.6,4.8,4.1,4.3,4.8,4.2,4.4,4.8,4.4,4.5,4.7,4.1,4.3,4.7,4.4,4.5,4.3,4.0,4.2,4.6,4.2,4.3,4.9,4.1,4.3,4.7,3.9,4.0,Somewhat high
"Downing, Glenn P",C S373,Summer 2015,Computer Science,4.7,4.6,4.5,4.9,4.7,4.6,4.7,4.6,4.5,4.9,4.6,4.5,4.8,4.6,4.6,4.7,4.6,4.4,4.8,4.6,4.6,4.4,4.3,4.3,4.9,4.6,4.5,4.8,4.5,4.4,4.8,4.5,4.2,Somewhat high
"Downing, Glenn P",C S373,Fall 2015,Computer Science,4.6,4.3,4.4,4.8,4.4,4.5,4.7,4.2,4.3,4.7,4.3,4.4,4.6,4.4,4.5,4.7,4.1,4.3,4.6,4.4,4.4,4.1,4.0,4.2,4.6,4.3,4.3,4.8,4.2,4.3,4.6,4.0,4.0,About right
"Downing, Glenn P",C S373,Spring 2016,Computer Science,4.4,4.3,4.5,4.8,4.4,4.6,4.5,4.2,4.4,4.6,4.3,4.4,4.5,4.4,4.5,4.4,4.2,4.3,4.5,4.4,4.5,4.0,4.0,4.2,4.4,4.3,4.4,4.6,4.2,4.3,4.4,4.0,4.1,About right
"Downing, Glenn P",C S373,Spring 2016,Computer Science,4.5,4.3,4.5,4.8,4.4,4.6,4.4,4.2,4.4,4.6,4.3,4.4,4.3,4.4,4.5,4.5,4.2,4.3,4.4,4.4,4.5,3.8,4.0,4.2,4.5,4.3,4.4,4.6,4.2,4.3,4.1,4.0,4.1,Somewhat high
"Downing, Glenn P",C S373,Summer 2016,Computer Science,4.5,4.6,4.5,4.8,4.7,4.6,4.6,4.6,4.4,4.7,4.6,4.5,4.5,4.6,4.6,4.4,4.5,4.4,4.5,4.6,4.5,4.0,4.3,4.3,4.5,4.6,4.5,4.6,4.6,4.4,4.4,4.4,4.2,Somewhat high
"Downing, Glenn P",C S373,Fall 2016,Computer Science,4.7,4.4,4.4,4.9,4.5,4.6,4.7,4.3,4.3,4.8,4.3,4.4,4.6,4.4,4.5,4.5,4.3,4.3,4.6,4.4,4.4,4.0,4.1,4.2,4.5,4.4,4.3,4.7,4.3,4.3,4.3,4.1,4.0,About right
"Downing, Glenn P",C S373,Spring 2017,Computer Science,4.6,4.4,4.5,4.8,4.5,4.6,4.6,4.2,4.4,4.8,4.3,4.4,4.6,4.4,4.5,4.5,4.2,4.4,4.6,4.4,4.5,4.0,4.0,4.2,4.4,4.3,4.4,4.7,4.2,4.3,4.3,4.0,4.1,About right
"Downing, Glenn P",C S373,Spring 2017,Computer Science,4.5,4.4,4.5,4.9,4.5,4.6,4.6,4.2,4.4,4.8,4.3,4.4,4.8,4.4,4.5,4.4,4.2,4.4,4.8,4.4,4.5,3.9,4.0,4.2,4.5,4.3,4.4,4.7,4.2,4.3,4.3,4.0,4.1,Somewhat high
"Downing, Glenn P",C S373,Summer 2017,Computer Science,4.7,4.7,4.5,4.8,4.8,4.6,4.6,4.7,4.5,4.7,4.6,4.5,4.6,4.7,4.6,4.2,4.7,4.4,4.6,4.7,4.5,4.2,4.4,4.4,4.7,4.6,4.5,4.8,4.6,4.4,4.6,4.5,4.2,Somewhat high
"Downing, Glenn P",C S373,Fall 2017,Computer Science,4.4,4.3,4.5,4.8,4.4,4.6,4.5,4.2,4.3,4.7,4.3,4.4,4.5,4.4,4.5,4.3,4.2,4.3,4.5,4.3,4.5,3.9,4.0,4.2,4.4,4.3,4.4,4.4,4.2,4.3,4.2,4.1,4.1,Somewhat high
"Downing, Glenn P",C S373,Fall 2017,Computer Science,4.4,4.3,4.5,4.7,4.4,4.6,4.4,4.2,4.3,4.5,4.3,4.4,4.6,4.4,4.5,4.3,4.2,4.3,4.4,4.3,4.5,4.0,4.0,4.2,4.2,4.3,4.4,4.5,4.2,4.3,4.0,4.1,4.1,Somewhat high
"Downing, Glenn P",C S373,Spring 2018,Computer Science,4.5,4.4,4.5,4.7,4.5,4.6,4.6,4.3,4.4,4.7,4.4,4.5,4.6,4.4,4.5,4.4,4.2,4.3,4.5,4.4,4.5,3.9,4.0,4.2,4.6,4.3,4.4,4.7,4.3,4.3,4.5,4.0,4.1,Somewhat high
"Downing, Glenn P",C S373,Spring 2018,Computer Science,4.5,4.4,4.5,4.8,4.5,4.6,4.6,4.3,4.4,4.8,4.4,4.5,4.6,4.4,4.5,4.3,4.2,4.3,4.4,4.4,4.5,3.8,4.0,4.2,4.6,4.3,4.4,4.7,4.3,4.3,4.3,4.0,4.1,Somewhat high
"Downing, Glenn P",C S373,Summer 2018,Computer Science,4.4,4.6,4.6,4.8,4.7,4.6,4.6,4.6,4.5,4.8,4.7,4.6,4.6,4.6,4.6,4.3,4.5,4.5,4.6,4.6,4.6,4.0,4.3,4.4,4.6,4.6,4.5,4.6,4.7,4.5,4.4,4.4,4.2,Somewhat high
"Downing, Glenn P",C S373,Fall 2018,Computer Science,4.6,4.5,4.5,5.0,4.6,4.6,4.8,4.3,4.3,4.8,4.4,4.5,4.8,4.5,4.5,4.4,4.3,4.3,4.8,4.4,4.5,4.0,4.1,4.2,4.7,4.4,4.4,4.8,4.3,4.3,4.5,4.1,4.1,About right
"Downing, Glenn P",C S373,Fall 2018,Computer Science,4.4,4.5,4.5,4.7,4.6,4.6,4.4,4.3,4.3,4.5,4.4,4.5,4.5,4.5,4.5,4.1,4.3,4.3,4.3,4.4,4.5,3.7,4.1,4.2,4.3,4.4,4.4,4.4,4.3,4.3,4.0,4.1,4.1,About right
"Downing, Glenn P",C S373,Spring 2019,Computer Science,4.5,4.4,4.5,4.8,4.5,4.6,4.6,4.2,4.4,4.8,4.4,4.5,4.6,4.4,4.6,4.4,4.2,4.4,4.3,4.4,4.5,4.1,4.0,4.3,4.6,4.3,4.4,4.5,4.2,4.4,4.4,4.0,4.1,Somewhat high
"Downing, Glenn P",C S373,Spring 2019,Computer Science,4.4,4.4,4.5,4.8,4.5,4.6,4.3,4.2,4.4,4.6,4.4,4.5,4.5,4.4,4.6,4.3,4.2,4.4,4.4,4.4,4.5,3.6,4.0,4.3,4.6,4.3,4.4,4.5,4.2,4.4,4.4,4.0,4.1,Somewhat high
"Downing, Glenn P",C S373,Summer 2019,Computer Science,4.5,4.6,4.6,4.8,4.7,4.7,4.6,4.6,4.5,4.8,4.8,4.6,4.5,4.6,4.6,4.2,4.4,4.5,4.6,4.7,4.6,3.9,4.2,4.4,4.6,4.7,4.5,4.6,4.7,4.5,4.2,4.4,4.3,Somewhat high
"Fraij, Fares Z",C S373,Fall 2016,Computer Science,4.2,4.4,4.4,4.2,4.5,4.6,4.1,4.3,4.3,4.1,4.3,4.4,4.6,4.4,4.5,4.2,4.3,4.3,4.4,4.4,4.4,3.7,4.1,4.2,4.2,4.4,4.3,4.3,4.3,4.3,4.0,4.1,4.0,About right
"Fraij, Fares Z",C S373,Spring 2017,Computer Science,4.5,4.4,4.5,4.6,4.5,4.6,4.3,4.2,4.4,4.5,4.3,4.4,4.5,4.4,4.5,4.4,4.2,4.4,4.6,4.4,4.5,4.2,4.0,4.2,4.3,4.3,4.4,4.5,4.2,4.3,4.4,4.0,4.1,About right
"Batory, Don S",C S373S,Spring 2015,Computer Science,3.4,4.2,4.4,4.0,4.3,4.6,3.2,4.1,4.3,4.0,4.2,4.4,4.3,4.4,4.5,2.9,4.1,4.3,4.1,4.4,4.5,3.2,4.0,4.2,3.5,4.2,4.3,3.2,4.1,4.3,3.1,3.9,4.0,About right
"Batory, Don S",C S373S,Spring 2016,Computer Science,4.4,4.3,4.5,4.6,4.4,4.6,4.4,4.2,4.4,4.5,4.3,4.4,4.7,4.4,4.5,4.3,4.2,4.3,4.4,4.4,4.5,4.0,4.0,4.2,4.4,4.3,4.4,4.5,4.2,4.3,4.1,4.0,4.1,About right
"Batory, Don S",C S373S,Spring 2017,Computer Science,4.1,4.4,4.5,4.5,4.5,4.6,4.1,4.2,4.4,4.4,4.3,4.4,4.7,4.4,4.5,4.2,4.2,4.4,4.7,4.4,4.5,4.0,4.0,4.2,4.5,4.3,4.4,4.2,4.2,4.3,4.0,4.0,4.1,About right
"Batory, Don S",C S373S,Fall 2017,Computer Science,3.7,4.3,4.5,4.2,4.4,4.6,3.6,4.2,4.3,3.8,4.3,4.4,4.4,4.4,4.5,3.7,4.2,4.3,4.2,4.3,4.5,3.3,4.0,4.2,3.7,4.3,4.4,3.7,4.2,4.3,3.5,4.1,4.1,About right
"Batory, Don S",C S373S,Spring 2019,Computer Science,3.8,4.4,4.5,4.2,4.5,4.6,3.3,4.2,4.4,3.8,4.4,4.5,4.4,4.4,4.6,3.5,4.2,4.4,3.8,4.4,4.5,3.4,4.0,4.3,3.8,4.3,4.4,3.6,4.2,4.4,3.3,4.0,4.1,About right
"Baer, Joshua Dana",C S374L,Spring 2018,Computer Science,4.7,4.4,4.5,4.7,4.5,4.6,4.5,4.3,4.4,5.0,4.4,4.5,4.5,4.4,4.5,4.5,4.2,4.3,4.5,4.4,4.5,4.5,4.0,4.2,4.7,4.3,4.4,4.5,4.3,4.3,4.3,4.0,4.1,About right
"Novak, Gordon S Jr",C S375,Spring 2015,Computer Science,4.2,4.2,4.4,4.4,4.3,4.6,4.0,4.1,4.3,3.9,4.2,4.4,4.5,4.4,4.5,4.0,4.1,4.3,4.3,4.4,4.5,3.9,4.0,4.2,3.9,4.2,4.3,3.8,4.1,4.3,3.5,3.9,4.0,Somewhat high
"Novak, Gordon S Jr",C S375,Spring 2016,Computer Science,4.5,4.3,4.5,4.6,4.4,4.6,4.3,4.2,4.4,4.2,4.3,4.4,4.6,4.4,4.5,4.4,4.2,4.3,4.6,4.4,4.5,4.4,4.0,4.2,4.1,4.3,4.4,4.1,4.2,4.3,4.0,4.0,4.1,About right
"Novak, Gordon S Jr",C S375,Fall 2016,Computer Science,4.1,4.4,4.4,4.4,4.5,4.6,3.8,4.3,4.3,3.7,4.3,4.4,4.1,4.4,4.5,4.2,4.3,4.3,3.9,4.4,4.4,4.2,4.1,4.2,4.1,4.4,4.3,3.7,4.3,4.3,3.6,4.1,4.0,About right
"Novak, Gordon S Jr",C S375,Spring 2017,Computer Science,4.6,4.4,4.5,4.7,4.5,4.6,4.4,4.2,4.4,4.5,4.3,4.4,4.8,4.4,4.5,4.5,4.2,4.4,4.6,4.4,4.5,4.1,4.0,4.2,4.4,4.3,4.4,4.5,4.2,4.3,4.3,4.0,4.1,About right
"Novak, Gordon S Jr",C S375,Summer 2017,Computer Science,4.5,4.7,4.5,5.0,4.8,4.6,5.0,4.7,4.5,4.7,4.6,4.5,5.0,4.7,4.6,5.0,4.7,4.4,5.0,4.7,4.5,4.3,4.4,4.4,4.3,4.6,4.5,4.7,4.6,4.4,4.2,4.5,4.2,Somewhat high
"Novak, Gordon S Jr",C S375,Fall 2017,Computer Science,4.7,4.3,4.5,4.8,4.4,4.6,4.1,4.2,4.3,4.2,4.3,4.4,4.8,4.4,4.5,4.5,4.2,4.3,4.6,4.3,4.5,4.1,4.0,4.2,4.2,4.3,4.4,4.4,4.2,4.3,4.2,4.1,4.1,About right
"Novak, Gordon S Jr",C S375,Spring 2018,Computer Science,4.6,4.4,4.5,4.6,4.5,4.6,4.2,4.3,4.4,4.1,4.4,4.5,4.8,4.4,4.5,4.6,4.2,4.3,4.6,4.4,4.5,4.2,4.0,4.2,4.6,4.3,4.4,4.2,4.3,4.3,4.1,4.0,4.1,About right
"Novak, Gordon S Jr",C S375,Fall 2018,Computer Science,4.2,4.5,4.5,4.5,4.6,4.6,3.9,4.3,4.3,3.6,4.4,4.5,4.5,4.5,4.5,4.6,4.3,4.3,4.1,4.4,4.5,3.6,4.1,4.2,3.5,4.4,4.4,3.5,4.3,4.3,3.3,4.1,4.1,About right
"Novak, Gordon S Jr",C S375,Spring 2019,Computer Science,3.9,4.4,4.5,4.4,4.5,4.6,3.6,4.2,4.4,3.6,4.4,4.5,4.4,4.4,4.6,3.6,4.2,4.4,4.0,4.4,4.5,3.5,4.0,4.3,3.7,4.3,4.4,3.5,4.2,4.4,3.4,4.0,4.1,About right
"Grauman, Kristen L",C S376,Spring 2018,Computer Science,4.8,4.4,4.5,4.9,4.5,4.6,4.7,4.3,4.4,4.8,4.4,4.5,4.7,4.4,4.5,4.7,4.2,4.3,4.8,4.4,4.5,4.3,4.0,4.2,4.8,4.3,4.4,4.7,4.3,4.3,4.6,4.0,4.1,Somewhat high
"Huang, Qixing",C S376,Spring 2019,Computer Science,3.7,4.4,4.5,4.2,4.5,4.6,3.0,4.2,4.4,4.5,4.4,4.5,4.4,4.4,4.6,3.7,4.2,4.4,4.3,4.4,4.5,3.6,4.0,4.3,4.3,4.3,4.4,3.4,4.2,4.4,3.5,4.0,4.1,About right
"Pingali, Keshav K",C S377P,Spring 2017,Computer Science,4.1,4.4,4.5,4.7,4.5,4.6,4.4,4.2,4.4,4.6,4.3,4.4,4.6,4.4,4.5,4.3,4.2,4.4,4.6,4.4,4.5,3.9,4.0,4.2,4.7,4.3,4.4,4.6,4.2,4.3,4.1,4.0,4.1,About right
"Pingali, Keshav K",C S377P,Spring 2019,Computer Science,4.3,4.4,4.5,4.3,4.5,4.6,4.3,4.2,4.4,4.3,4.4,4.5,4.3,4.4,4.6,4.0,4.2,4.4,4.4,4.4,4.5,3.5,4.0,4.3,3.9,4.3,4.4,4.2,4.2,4.4,3.7,4.0,4.1,About right
"Aaronson, Scott J",C S378,Spring 2017,Computer Science,4.7,4.4,4.5,4.9,4.5,4.6,4.7,4.2,4.4,4.6,4.3,4.4,4.8,4.4,4.5,4.3,4.2,4.4,4.7,4.4,4.5,3.4,4.0,4.2,4.8,4.3,4.4,4.8,4.2,4.3,4.6,4.0,4.1,Somewhat high
"Baer, Joshua Dana",C S378,Spring 2015,Computer Science,4.5,4.2,4.4,4.6,4.3,4.6,4.4,4.1,4.3,4.8,4.2,4.4,4.4,4.4,4.5,4.2,4.1,4.3,4.7,4.4,4.5,4.3,4.0,4.2,4.5,4.2,4.3,4.6,4.1,4.3,4.6,3.9,4.0,About right
"Baer, Joshua Dana",C S378,Spring 2016,Computer Science,3.9,4.3,4.5,4.6,4.4,4.6,4.4,4.2,4.4,4.8,4.3,4.4,4.5,4.4,4.5,4.6,4.2,4.3,4.9,4.4,4.5,4.6,4.0,4.2,4.9,4.3,4.4,4.6,4.2,4.3,4.6,4.0,4.1,About right
"Bajaj, Chandrajit L",C S378,Spring 2016,Computer Science,3.6,4.3,4.5,4.0,4.4,4.6,3.4,4.2,4.4,4.3,4.3,4.4,3.7,4.4,4.5,3.3,4.2,4.3,4.4,4.4,4.5,3.4,4.0,4.2,3.9,4.3,4.4,3.6,4.2,4.3,3.7,4.0,4.1,About right
"Bajaj, Chandrajit L",C S378,Fall 2017,Computer Science,3.4,4.3,4.5,4.0,4.4,4.6,3.1,4.2,4.3,4.3,4.3,4.4,4.1,4.4,4.5,2.9,4.2,4.3,4.0,4.3,4.5,3.6,4.0,4.2,3.5,4.3,4.4,3.0,4.2,4.3,2.9,4.1,4.1,About right
"Beasley, Cam",C S378,Spring 2016,Computer Science,3.9,4.3,4.5,3.3,4.4,4.6,3.6,4.2,4.4,4.6,4.3,4.4,4.6,4.4,4.5,3.4,4.2,4.3,4.0,4.4,4.5,3.0,4.0,4.2,3.6,4.3,4.4,3.7,4.2,4.3,3.3,4.0,4.1,About right
"Briscoe, Danelle I",C S378,Spring 2016,Computer Science,4.2,4.3,4.5,4.8,4.4,4.6,4.6,4.2,4.4,4.6,4.3,4.4,4.4,4.4,4.5,3.4,4.2,4.3,4.2,4.4,4.5,4.6,4.0,4.2,4.4,4.3,4.4,4.2,4.2,4.3,4.0,4.0,4.1,About right
"Broussard, Ramona L",C S378,Spring 2015,Computer Science,4.4,4.2,4.4,4.2,4.3,4.6,4.0,4.1,4.3,4.5,4.2,4.4,4.7,4.4,4.5,4.3,4.1,4.3,5.0,4.4,4.5,4.4,4.0,4.2,4.2,4.2,4.3,4.2,4.1,4.3,4.1,3.9,4.0,Somewhat light
"Bulko, William C",C S378,Fall 2016,Computer Science,4.6,4.4,4.4,4.2,4.5,4.6,4.5,4.3,4.3,4.7,4.3,4.4,4.7,4.4,4.5,4.6,4.3,4.3,4.7,4.4,4.4,4.4,4.1,4.2,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.1,4.0,About right
"Downing, Glenn P",C S378,Summer 2015,Computer Science,4.7,4.6,4.5,5.0,4.7,4.6,4.8,4.6,4.5,4.9,4.6,4.5,4.8,4.6,4.6,4.7,4.6,4.4,4.7,4.6,4.6,4.1,4.3,4.3,4.7,4.6,4.5,4.8,4.5,4.4,4.6,4.5,4.2,Somewhat high
"Durrett, Gregory C",C S378,Spring 2019,Computer Science,4.6,4.4,4.5,4.7,4.5,4.6,4.5,4.2,4.4,4.5,4.4,4.5,4.7,4.4,4.6,4.5,4.2,4.4,4.5,4.4,4.5,4.1,4.0,4.3,4.5,4.3,4.4,4.6,4.2,4.4,4.4,4.0,4.1,About right
"Franke, David W",C S378,Spring 2015,Computer Science,4.6,4.2,4.4,4.7,4.3,4.6,4.6,4.1,4.3,4.4,4.2,4.4,4.8,4.4,4.5,4.8,4.1,4.3,4.8,4.4,4.5,4.5,4.0,4.2,4.6,4.2,4.3,4.5,4.1,4.3,4.4,3.9,4.0,About right
"Franke, David W",C S378,Fall 2015,Computer Science,4.8,4.3,4.4,4.9,4.4,4.5,4.8,4.2,4.3,4.5,4.3,4.4,4.7,4.4,4.5,4.8,4.1,4.3,4.7,4.4,4.4,4.3,4.0,4.2,4.5,4.3,4.3,4.7,4.2,4.3,4.5,4.0,4.0,About right
"Franke, David W",C S378,Fall 2016,Computer Science,4.7,4.4,4.4,4.7,4.5,4.6,4.6,4.3,4.3,4.2,4.3,4.4,4.7,4.4,4.5,4.5,4.3,4.3,4.8,4.4,4.4,4.1,4.1,4.2,4.7,4.4,4.3,4.4,4.3,4.3,4.4,4.1,4.0,About right
"Franke, David W",C S378,Fall 2017,Computer Science,4.4,4.3,4.5,4.6,4.4,4.6,4.3,4.2,4.3,4.4,4.3,4.4,4.2,4.4,4.5,4.5,4.2,4.3,4.5,4.3,4.5,4.2,4.0,4.2,4.2,4.3,4.4,4.2,4.2,4.3,4.1,4.1,4.1,About right
"Franke, David W",C S378,Fall 2018,Computer Science,4.3,4.5,4.5,4.5,4.6,4.6,4.1,4.3,4.3,4.0,4.4,4.5,4.3,4.5,4.5,4.1,4.3,4.3,4.4,4.4,4.5,4.0,4.1,4.2,3.8,4.4,4.4,4.1,4.3,4.3,3.8,4.1,4.1,About right
"Hart, Justin W",C S378,Fall 2017,Computer Science,4.3,4.3,4.5,4.1,4.4,4.6,4.3,4.2,4.3,5.0,4.3,4.4,4.7,4.4,4.5,3.8,4.2,4.3,4.7,4.3,4.5,3.6,4.0,4.2,4.5,4.3,4.4,4.3,4.2,4.3,4.0,4.1,4.1,Somewhat high
"Hart, Justin W",C S378,Fall 2018,Computer Science,4.3,4.5,4.5,4.1,4.6,4.6,4.1,4.3,4.3,4.9,4.4,4.5,4.9,4.5,4.5,4.3,4.3,4.3,4.7,4.4,4.5,4.0,4.1,4.2,4.6,4.4,4.4,4.0,4.3,4.3,4.3,4.1,4.1,About right
"Kulkarni, Devdatta",C S378,Spring 2015,Computer Science,4.2,4.2,4.4,4.6,4.3,4.6,4.4,4.1,4.3,4.2,4.2,4.4,4.3,4.4,4.5,4.2,4.1,4.3,4.6,4.4,4.5,4.3,4.0,4.2,4.4,4.2,4.3,4.1,4.1,4.3,4.1,3.9,4.0,About right
"Kulkarni, Devdatta",C S378,Spring 2016,Computer Science,4.1,4.3,4.5,4.5,4.4,4.6,4.0,4.2,4.4,4.4,4.3,4.4,4.9,4.4,4.5,4.1,4.2,4.3,4.7,4.4,4.5,4.1,4.0,4.2,4.1,4.3,4.4,4.0,4.2,4.3,3.9,4.0,4.1,About right
"Kulkarni, Devdatta",C S378,Fall 2017,Computer Science,4.6,4.3,4.5,4.6,4.4,4.6,4.4,4.2,4.3,4.7,4.3,4.4,4.5,4.4,4.5,4.5,4.2,4.3,4.7,4.3,4.5,4.3,4.0,4.2,4.5,4.3,4.4,4.5,4.2,4.3,4.3,4.1,4.1,About right
"Kulkarni, Devdatta",C S378,Spring 2018,Computer Science,4.0,4.4,4.5,4.5,4.5,4.6,3.5,4.3,4.4,4.0,4.4,4.5,4.3,4.4,4.5,3.8,4.2,4.3,4.3,4.4,4.5,3.8,4.0,4.2,3.8,4.3,4.4,3.8,4.3,4.3,3.3,4.0,4.1,About right
"Kulkarni, Devdatta",C S378,Fall 2018,Computer Science,4.5,4.5,4.5,4.5,4.6,4.6,4.3,4.3,4.3,4.2,4.4,4.5,4.4,4.5,4.5,4.3,4.3,4.3,4.4,4.4,4.5,4.2,4.1,4.2,4.3,4.4,4.4,4.3,4.3,4.3,4.0,4.1,4.1,About right
"Kulkarni, Devdatta",C S378,Spring 2019,Computer Science,4.5,4.4,4.5,4.6,4.5,4.6,4.4,4.2,4.4,4.6,4.4,4.5,4.6,4.4,4.6,4.5,4.2,4.4,4.7,4.4,4.5,4.3,4.0,4.3,4.6,4.3,4.4,4.4,4.2,4.4,4.3,4.0,4.1,About right
"Landolt, Karen M",C S378,Spring 2015,Computer Science,4.4,4.2,4.4,4.5,4.3,4.6,4.5,4.1,4.3,4.5,4.2,4.4,4.6,4.4,4.5,4.0,4.1,4.3,4.8,4.4,4.5,3.5,4.0,4.2,4.1,4.2,4.3,4.5,4.1,4.3,4.5,3.9,4.0,About right
"Landolt, Karen M",C S378,Spring 2016,Computer Science,4.3,4.3,4.5,4.6,4.4,4.6,4.5,4.2,4.4,4.5,4.3,4.4,4.2,4.4,4.5,4.3,4.2,4.3,4.8,4.4,4.5,3.5,4.0,4.2,4.1,4.3,4.4,4.6,4.2,4.3,4.3,4.0,4.1,About right
"Landolt, Karen M",C S378,Spring 2017,Computer Science,4.8,4.4,4.5,4.7,4.5,4.6,4.6,4.2,4.4,4.5,4.3,4.4,4.6,4.4,4.5,4.4,4.2,4.4,4.9,4.4,4.5,4.0,4.0,4.2,4.5,4.3,4.4,4.8,4.2,4.3,4.5,4.0,4.1,About right
"Landolt, Karen M",C S378,Spring 2018,Computer Science,4.5,4.4,4.5,4.6,4.5,4.6,4.5,4.3,4.4,4.3,4.4,4.5,4.5,4.4,4.5,4.3,4.2,4.3,4.6,4.4,4.5,3.9,4.0,4.2,4.1,4.3,4.4,4.3,4.3,4.3,4.1,4.0,4.1,About right
"Landolt, Karen M",C S378,Summer 2018,Computer Science,4.5,4.6,4.6,4.4,4.7,4.6,4.4,4.6,4.5,4.5,4.7,4.6,4.6,4.6,4.6,4.4,4.5,4.5,4.8,4.6,4.6,3.8,4.3,4.4,4.1,4.6,4.5,4.4,4.7,4.5,4.0,4.4,4.2,About right
"Landolt, Karen M",C S378,Spring 2019,Computer Science,4.4,4.4,4.5,4.3,4.5,4.6,3.9,4.2,4.4,4.1,4.4,4.5,4.4,4.4,4.6,3.7,4.2,4.4,4.5,4.4,4.5,3.0,4.0,4.3,3.2,4.3,4.4,3.7,4.2,4.4,3.4,4.0,4.1,About right
"Leonetti, Matteo",C S378,Spring 2015,Computer Science,4.1,4.2,4.4,4.3,4.3,4.6,3.7,4.1,4.3,4.6,4.2,4.4,4.2,4.4,4.5,3.5,4.1,4.3,4.0,4.4,4.5,3.8,4.0,4.2,4.2,4.2,4.3,3.8,4.1,4.3,3.5,3.9,4.0,About right
"Leonetti, Matteo",C S378,Fall 2015,Computer Science,4.1,4.3,4.4,4.3,4.4,4.5,4.2,4.2,4.3,4.9,4.3,4.4,4.7,4.4,4.5,4.1,4.1,4.3,4.7,4.4,4.4,4.1,4.0,4.2,4.5,4.3,4.3,4.4,4.2,4.3,4.1,4.0,4.0,About right
"Lifschitz, Vladimir",C S378,Spring 2016,Computer Science,4.5,4.3,4.5,4.6,4.4,4.6,4.2,4.2,4.4,3.9,4.3,4.4,4.5,4.4,4.5,4.5,4.2,4.3,4.3,4.4,4.5,4.4,4.0,4.2,4.3,4.3,4.4,4.3,4.2,4.3,4.1,4.0,4.1,Somewhat light
"Lifschitz, Vladimir",C S378,Spring 2017,Computer Science,4.3,4.4,4.5,4.7,4.5,4.6,3.9,4.2,4.4,4.0,4.3,4.4,4.0,4.4,4.5,3.9,4.2,4.4,3.8,4.4,4.5,4.0,4.0,4.2,3.1,4.3,4.4,3.4,4.2,4.3,3.0,4.0,4.1,Somewhat light
